COMNID,DPAY_SETTLEMENT_AMOUNT_202406,DPAY_SETTLEMENT_AMOUNT_202407,DPAY_SETTLEMENT_AMOUNT_202408,DPAY_SETTLEMENT_AMOUNT_202409,DPOINTS_USE_202406,DPOINTS_USE_202407,DPOINTS_USE_202408,DPOINTS_USE_202409,DPOINTS_GIVE_202406,DPOINTS_GIVE_202407,DPOINTS_GIVE_202408,DPOINTS_GIVE_202409,DCARD_USE_AMOUNT_202406,CONTRACT,CONTRACT_PERIOD,GENDER,AGE
225,62073.652971835756,77609.2571086012,73944.57432267327,68891.04664842866,273.17916966250533,306.8333783293759,363.94110340920633,371.372411666104,102.91282946320385,155.00436157406256,120.49558359353891,120.559910079873,211307.09132834623,1,2,1,45
226,88684.89907941512,109874.43082187671,107256.98836235507,98626.6778764842,512.5947834508399,490.4816302827557,533.3915743372182,520.9187771125883,277.12453734603014,305.1982290035097,340.04328265421907,280.466589864892,164617.76554876758,1,3,2,39
227,70709.96906859182,84225.76437497557,89666.70199452172,67032.96845086233,533.6078746778326,502.4082589771598,569.1773402530923,553.0596768677862,391.1055526631789,401.21151754445737,426.7606184894334,428.1939335724043,96986.41204239125,1,1,1,44
228,53811.2016929762,43413.553745417856,63967.47661617437,62489.159852362536,342.27727702448806,357.9850568985895,328.3796496306626,315.8372534875021,257.22578631504524,260.03002784318585,287.358765662802,260.8296446563782,202230.9059392791,1,3,2,32
229,57417.28819879666,55247.2605084882,65777.7448098719,99632.4579398304,189.44945755554855,217.5295788448143,206.24146957283264,193.56703375842488,233.24147954276162,263.6215535326938,303.76404231726366,281.49270395970814,196878.7693964276,1,3,1,52
230,89566.7935086473,98140.71298533195,85957.57368426796,86021.22305116623,455.42177352552085,524.2253496399325,522.1503142823111,493.6667319479754,230.0603740353921,267.44116001643687,274.9266207203041,255.04364997869607,152556.01577109567,1,3,1,44
231,57628.047284476095,65283.27684605641,70206.32650082803,58889.99004760427,267.59509455821046,351.60927505889055,353.5074598135153,307.4188661221847,122.75121283664095,150.87330788596276,125.96671025156213,117.18173013666238,180466.5691885364,1,1,1,27
232,74038.43963516744,88727.60065636778,106589.02008140738,92724.09534650503,469.89589457794386,466.4345529787639,502.9895285968555,502.9981146806259,355.3347898163387,351.9151027893013,364.9651069633877,371.3364886030888,160860.7843925478,1,2,2,24
233,70026.27864081092,97675.67097651701,93150.58006320933,72529.19242202435,137.06408689326574,200.87541101249278,194.13358063573557,162.54859068246557,174.70496229426107,196.13792945942947,231.3739116631278,233.77629399357204,158852.10400808798,1,2,1,25
234,69779.76559474981,74228.353040177,73384.44044351803,77002.4602736564,452.4476522750556,473.91660796645476,507.696150959457,492.23662253136314,251.11237896499472,287.12487835014014,271.43558888804773,284.4392304329174,55637.129117214405,1,3,1,42
235,122323.82053242472,135467.74384393473,135233.68487237953,112100.7411848209,244.39667051304897,272.57297388595714,312.15579103622343,282.8580499771873,98.48955966905612,130.45511565251917,158.4310694207265,120.09363651275768,174693.71500695543,1,3,1,49
236,96330.97020550002,93625.19434106753,88225.61209955,120160.17456001975,441.68730914963203,444.05876976722044,469.9332515562064,418.752424557062,128.6160620783989,144.0218808381771,151.14097562567525,168.08452493918156,243496.73597289852,1,1,2,33
237,37196.90277062337,31424.991492003457,33397.96651384801,44668.77285573228,372.1433587843602,413.14183559987345,386.02265587042183,388.19659216793514,351.5036936873505,306.92329078634714,395.30052679473016,383.17184836647886,133016.2956715573,1,3,2,42
238,76579.12925231436,83150.42470324514,74755.66504299677,74428.74205923788,277.36900918768697,336.8596805297882,344.88848615983846,312.2770442017798,200.64079433981072,246.07119691631448,222.11128493411616,219.66167274039984,192381.04796747718,1,3,1,30
239,68380.97531708193,58716.75256744087,65260.83123139899,57933.89521259314,280.9891034657514,334.79797781269235,339.66299670078274,372.158208506144,334.9630749073465,402.1558170266546,373.014162532863,360.1545633615306,143513.99171917868,1,3,2,50
240,91883.32668911564,112631.61626364896,91984.59593541552,89341.67040530396,438.92496389307263,507.0699350577104,487.5161406091044,462.5026294376651,240.3054932842286,231.49355008320433,243.0553801438694,199.38861686092335,193515.4122863924,1,2,1,25
241,60253.79408279775,72053.49599670069,78648.88211917166,84740.83022507909,335.9979338292859,413.9950902058617,408.8367759959276,430.8960914459449,84.75456617504392,81.31511078499591,92.01130570714685,87.08799991604033,176772.40517378593,1,3,1,30
242,72491.14927528442,82910.39613694481,72001.39015847576,58674.00605664277,443.08565950906836,465.6736673394228,403.1943295527116,455.1618103301672,307.89664276950174,318.6233975307332,315.9643100156514,298.57917453718665,130678.6744550476,1,2,2,32
243,70365.22448318906,102459.17760189017,80467.08498491014,80080.62052271656,556.5415553354762,546.6611728633229,631.5018804759059,598.0536458138002,156.93383306758238,199.0585369049759,230.3908426429227,216.5011145057892,253802.8785472632,1,1,1,31
244,100338.77894487669,77114.53973817016,120626.03002937,88890.19552952104,170.43510432442787,189.35796954192284,160.84022994247383,251.12545489849148,249.53113202090418,325.80547662462266,259.6118254279141,301.0170461093466,216523.9035453308,1,1,1,21
245,53449.09158867324,61875.45137231107,50577.569085908355,55758.75235753041,515.4371639491549,566.0447483802528,502.1974154941341,589.5312463588874,210.45368268154044,253.10965823610732,227.2375505071098,246.35643729242798,143424.69148062833,1,2,2,54
246,69959.09058752358,60203.51744013731,75152.31677018525,69243.32989347911,369.0340869686282,434.1275574912815,426.25549613674144,390.16405367985533,99.34239038046873,110.6980851571467,112.04110757740833,126.36941649211074,214325.41599883485,1,2,2,55
247,65192.213465428074,70428.53679212427,75916.96767370182,48132.67630592394,303.93558751878726,289.9801818583386,325.9337311280307,295.51693899213825,251.78892149385265,236.77539221848454,241.57668538092508,245.7400518271375,221724.60537672325,1,2,2,36
248,62750.554450456424,63816.33942385363,53293.09792147599,60936.075094593754,240.90139226110597,317.0714544435937,247.841241689775,246.9017426742246,370.5641483161144,443.0105350686174,455.8974435805337,456.762795105999,211764.74275903028,1,2,2,47
249,107322.6901263907,121926.45092659142,130134.89003965877,113815.82455784742,357.9768598093082,403.1360401499261,385.52262363139397,371.1220294380386,293.33169764673653,301.42914150444176,314.59245623822085,315.402794915089,67414.31594668831,1,3,1,47
250,86182.53098075546,90381.50710882866,95745.06270415384,78678.16669302236,485.78944387685794,464.9147736412064,416.2221098191058,534.9520389348389,227.95707016111484,266.60977732139935,257.23921594745525,277.7607154205167,228339.83422554686,1,2,1,41
251,43246.82919130343,68233.49264941698,73482.92905586847,65083.95324901407,355.32220220375683,388.1705479738518,408.4543518963646,404.4268475421413,336.4318970508005,316.66373714212995,323.2713908070011,349.69581678132965,151839.31303193772,1,2,1,57
252,94287.58110344826,92338.26733176938,90206.57569447832,112148.36537240024,536.1992522453828,625.4233670364371,558.6072576363426,517.1828006696695,233.5639259791369,303.62221520681544,293.5545145521316,266.2639149158101,159780.86956100495,1,2,1,26
253,120250.99129310819,129534.26783658551,123632.63344996658,121267.32344431178,238.55965327348395,217.60551091085293,253.51314539483025,236.86902202718386,254.3206374336109,231.8888482798788,235.00013990111265,299.05732448116123,315257.47322966525,1,3,1,34
254,94655.95954190842,102271.53738001126,101121.57427095328,104107.42901378387,343.0617153440063,414.6392033828477,399.41634967952774,409.9741219436866,143.94792517683362,176.8620066553014,205.50963903023052,149.0506495090122,190324.56976007737,1,3,1,51
255,46466.939643274854,33259.697980204204,52779.26261311999,17196.760720680664,274.2203271112847,265.0783189769878,289.55828084447904,247.56542213070497,260.97313675898613,230.5161867192298,255.01524611961682,251.2836624825076,169072.5848344215,1,3,1,30
256,60358.64658150372,61129.15395744464,52859.94155974904,63998.776960247495,377.9571526610829,457.57007699005214,435.496142557561,414.6029870380541,309.3286027993598,317.0288456793862,327.5947688765268,320.8052430179584,58068.14863489427,1,1,1,43
257,95509.08912925264,103839.44264851077,106668.25952803913,120410.54836010115,477.036071999287,526.7069483992815,432.4670739277934,529.0375289949545,170.21325596711185,214.3354864409572,174.52815082210373,193.57245317028398,261856.6937708592,1,3,2,22
258,62030.19629275635,76969.53518654166,48729.043750539444,59495.06193993522,297.58235989378204,346.3367079705537,423.81378766757035,339.52255177769905,360.4925954813238,380.5869507892756,342.49751741778226,348.7175618320024,128240.30469918078,1,2,1,49
259,87269.13683602982,93513.6191384957,93176.39741728762,77817.46341704515,121.60335010032004,173.1459824885018,175.60263892014012,168.21861881816818,212.89587366001328,231.7391097586463,281.1657805471283,239.55605830402993,120697.45744442174,1,3,1,25
260,81118.35279107818,83817.67282977959,69948.8915743645,129658.0149590507,427.13311224265294,486.5309165078083,381.3464748210046,457.55451036557764,162.61210256426148,168.60169822048297,194.75633169260647,146.94133319922122,154296.3867895769,1,3,1,21
261,59071.49374399218,60058.22828796675,39242.3485569513,88747.54842137542,409.4142820423467,445.66209729367796,433.3197382590532,421.669992438282,281.49263259528436,331.8230083703284,354.1199769952153,339.4325194621845,254927.5427227899,1,2,1,33
262,71093.48537688231,98987.5573666943,88632.07747604398,85823.11656599634,405.30236263910683,463.9761361209953,433.3484497914885,413.7305987994555,217.59400642688882,237.33928095615292,202.58307569972305,196.71439379727627,206789.79523585908,1,3,1,60
263,9210.62276208149,16286.88654702713,8612.59173628116,32258.312370819265,505.78701916855243,505.86499607611717,555.9437061774844,515.2942565877805,320.081129150826,335.7927786525426,314.3799475389686,292.11796990158143,167182.09579696378,1,1,2,37
264,47814.657555489015,56238.99142259025,47657.95028972731,26123.215903943033,256.30670291584426,293.4724113060315,228.1165639755021,260.2358004148864,187.9927687030866,217.53462932714714,237.0798832059451,251.0026521172499,206439.8727465012,1,3,2,63
265,65690.55077120326,79866.033379699,90198.78442504337,63135.3653627062,474.3871846199014,462.7213577637977,453.05136261215125,471.65262690012725,223.84318961118856,212.97820724786368,250.62903898860458,268.82027485732993,157356.78300121432,1,1,2,50
266,54874.96298835457,62678.267156522714,58975.850968643994,47994.96826310574,493.0945962369715,543.1588290175554,466.4316579476724,513.081193892196,282.69203586045506,292.62418888771856,266.27734732538335,296.9710781376733,206784.64789516342,1,1,1,32
267,107812.54294853378,108086.54260383212,123113.30842503812,109108.52459562852,185.73785143493382,258.2815196720561,213.58837612449815,232.95864207593738,253.74302670919872,264.12314785703256,294.7817650298132,278.78503624190506,185374.6787149089,1,1,1,45
268,44483.28043223955,56422.920184501716,49402.26757293738,44048.01212617791,391.15947203398406,428.67553711837394,417.79015579935054,473.87348627888235,72.8339508362593,64.34478346889198,92.788459219564,79.73826462077574,222330.11476128583,1,2,1,63
269,65616.66850290514,67910.21529935223,103354.65459286036,32948.71589331512,300.92304749577244,395.5907022712205,351.9728389207142,374.1065663223424,134.43550916959407,166.25387909870454,141.20122007958858,144.84242751760462,228871.34123847767,1,3,1,31
270,80060.87066904333,89808.08756401621,75360.64521900428,88405.18082635022,349.29263295468564,437.7491559366843,373.70150071955993,406.5249259522061,297.93051498694655,320.0905237014095,287.247787992212,317.10796482811764,203192.9857161959,1,1,2,37
271,106027.938262139,110522.39736103514,129759.41237364095,116980.2777055314,397.7541804806617,460.17326064923066,412.2369466121179,375.7861959647961,218.12866058409557,245.55931701727212,251.56240315767383,209.15598939862988,160517.05103066354,1,1,2,28
272,45907.62197442721,56102.435246940135,50546.364495212256,75311.23885026094,311.5243621186732,335.79634763699295,369.8668443415392,364.578423051716,188.72656711037658,190.21261177454264,257.1106104609163,213.15046687735952,216853.077638549,1,3,1,68
273,103728.07059758253,95671.43958142414,83409.15030414623,91438.63607147473,289.2656866010967,314.07432758164174,346.0693743121162,384.1080219049753,103.5924598557424,151.04828938591203,121.00899331247642,142.29070127557026,166083.9096013853,1,2,1,40
274,80056.97440492507,71991.79737966316,85998.84616936905,67152.21385369322,415.3920663558513,379.0438011081013,419.95719203214975,313.09956625939697,142.6307645087417,137.27913036283257,167.03003530619145,144.9526689637268,128726.45911404977,1,2,2,67
275,57436.68712469296,69824.80002563493,64146.977716502945,20170.05968957395,240.6735045839299,319.7503882208646,285.96840339899444,311.95688240298847,91.7841178836841,71.70148100911256,110.46605438487575,119.62974717987137,145748.97772686716,1,1,2,68
276,84515.12839981576,88448.10567141048,76626.20771439465,84838.56693640212,264.350138864405,255.06444088680055,274.2653296447258,286.63672986878754,215.6105356000438,237.0392578821318,216.50449718185132,254.03581670961833,177058.08311013508,1,2,2,59
277,82267.79938706709,86831.541332463,72914.56258585282,97497.87062740196,449.7877484908678,488.24245791898056,464.3717538350272,442.443478204962,163.56616881039685,236.96136185271052,192.52585817181577,215.96182963369338,224322.0015518391,1,3,2,62
278,64566.999565830025,64931.708185958916,67699.2907398042,58819.14452393332,267.7227563958091,252.68731604941104,300.155458586188,309.15445400149304,150.40172770137838,188.36947609214465,155.46979313594676,162.92617020039148,148228.05826558644,1,2,2,43
279,81700.04205883012,90383.30943993681,85593.01548277616,113547.7139779551,435.4591085752717,491.33763368618037,401.3278590617657,517.9224271091412,213.8309338046993,266.09397607191954,264.2436598830547,244.52352442603728,127229.97980146887,1,3,2,53
280,71791.53494645633,66215.62826246822,42645.76866821199,68444.80552592194,411.44507784844893,446.77571676731196,458.0824871965209,469.51605115052774,239.04252308838994,307.45919113508194,305.6281018553002,291.66510387196746,162305.53906636592,1,1,2,27
281,72179.07739793631,80914.33450601612,94907.80433531059,84475.23116935328,206.45027694573045,267.42848397673515,236.69347274098425,216.28356858309454,399.54336150278493,489.5124772930131,420.63655987143034,420.5114819188003,192368.6789118094,1,3,1,63
282,82812.7976367124,101102.54161745225,87308.6378046412,72796.06728169703,307.57396776599853,366.48717211607266,334.1080619490063,303.93944003418983,98.39509587767674,129.88110778611158,112.21464505506088,161.08734213034035,176363.78854585605,1,1,1,52
283,103214.08860088665,123450.0133145497,95739.36651012892,116028.64150053624,484.2317636093869,562.4629026648006,514.931537648587,523.7497693184235,313.3797709612426,371.15850192663885,333.8946647054848,338.6747320757067,221944.3888906865,1,3,2,42
284,55124.38347379762,50006.097113196185,66536.48864088618,25553.893100672587,240.64587545154322,345.7080084347052,224.89986530805942,328.0785256574795,310.1495355869866,348.10082996924456,315.2381545962707,317.75691423648357,236137.46847398923,1,3,1,32
285,109779.1225092691,142257.50731268417,122377.25174010386,133066.1368183225,314.20109932239626,357.86849878870714,340.36397587604904,341.9479829820494,144.67496191942894,207.59323091601448,168.1272036174038,200.35763837929247,172270.8515757115,1,2,2,68
286,37932.030955089926,44090.660946486125,55552.233330937015,51824.66665308115,393.2750860510405,411.44229733245146,499.88925065751084,437.49459957566575,220.1353316131156,301.7436687276861,264.2181123505132,240.96593092115222,150357.34687462632,1,3,1,33
287,73777.01355475314,66535.01548120096,82219.7252550454,97353.669464336,434.995859926933,446.7633592783382,478.7260897953087,562.9990584234115,203.45242297051976,205.00307943330125,224.885869742228,231.87527869915303,108163.80117023125,1,1,2,33
288,92579.58442312249,95456.86461559121,91748.17009431498,76466.81334817619,345.51057616588963,312.2406555160723,365.6274162353089,407.20566977434225,215.8925824226379,254.88138595477156,274.6602353220695,238.84085042165947,224477.73484038154,1,3,1,35
289,81521.53080802009,81789.84520986608,83787.07801493877,88028.26912916194,317.4237034107682,307.7390055279931,340.7561663985392,374.7528408826448,336.08031564275376,377.12579134200126,370.56583378097383,383.5021743935351,250121.82136829558,1,1,2,68
290,55829.962650668625,71886.69447541989,73338.56273026178,76003.2579943857,547.8460411956988,544.3016959009902,552.880172228691,498.4284089880864,251.45090557967848,294.7945031720673,299.5895753470123,285.48302752705183,164944.9701491421,1,1,1,57
291,66040.78018961388,75408.9925162511,70875.17988714253,82471.77956780914,533.1418388016816,557.100340955003,593.6545737204418,552.6743060009541,263.3966228559429,297.05868691863884,289.0576539568798,300.22035279834324,173507.10206262648,1,3,1,58
292,59230.00369733422,70882.7182087248,59909.11024186535,57160.49217980058,483.3783177836826,492.481736945884,491.0194001834413,500.1262542618067,201.9961356183961,246.83023010468884,189.63102362030315,233.72211332484895,231085.34827589165,1,2,2,45
293,60522.985029450065,59096.771095254306,75531.6143329715,32332.976517773663,384.65101474525915,423.31327684034443,421.2794023283129,378.49768751994793,112.96053603703885,121.71253235192763,134.47816474571064,134.34389071613157,205343.26113810236,1,3,2,45
294,91077.53410330086,106892.65424758408,95258.18784308733,102196.4463936877,315.09338124870317,310.05147009393465,369.47295191874815,367.1853468025862,249.20064399862665,227.22896390489277,221.6500314476744,209.3301241239538,197714.8463405258,1,3,2,20
295,76313.10208819566,75579.03604779062,87543.12149612902,84852.81454465215,298.480133736256,283.3006953319659,347.1430833273249,359.2649285420628,342.8323866559482,350.0148724596447,319.5817880059244,328.59314749897015,132672.52376136885,1,2,1,51
296,68495.11804804836,55054.15914073696,79214.36612864221,57641.74920036531,402.0817819808494,450.65440049967276,522.4604170022851,436.24505040505414,93.85920372047917,123.2602029523248,135.24068281513988,113.25338865215255,221207.5410973584,1,1,1,34
297,86365.59064890281,101665.60100013988,96625.47821583613,109451.17796439701,377.3789015030437,414.885107485683,422.13671133831684,495.3573802870929,127.63702547346824,127.31273398559465,153.3582498174935,127.69271267390891,117273.1637466966,1,3,1,40
298,87876.50753684458,102174.43288931188,86326.39752403367,85472.1973452157,516.3850932879931,532.036264385271,590.4455445197034,540.0322963930447,280.70173801335795,248.49886604474668,264.65649732390216,282.65097607336406,135925.24922674257,1,2,1,37
299,97183.05753397591,92731.31140613514,89061.44823936802,76469.31658526222,424.4759892956061,505.328318186304,441.32480005593607,542.7267007752854,167.16619729821943,184.9750820569691,188.18037351360755,173.42976892734558,167156.6720432665,1,2,2,49
300,92084.08958691743,99602.30006551191,97761.45604625446,63620.792502028926,200.08569490500625,241.57681070113296,260.2989542262321,254.0325537397693,175.43866833982656,215.34905924943592,167.59334980787835,163.88776332700309,135237.9478530333,1,1,2,32
301,54951.266744074805,74153.501550194,67618.03473371961,46485.65080456108,449.84320768163025,558.3234883727242,527.1690576494348,522.4805442821445,197.23489064498008,193.01974211099127,217.95453910320526,245.22561061091295,169477.54631567575,1,2,1,43
302,65508.63359194511,76943.22356900129,79605.6807775473,104691.56361756241,273.41344722030186,343.1430168766978,284.87062151142453,342.19104050364547,124.8534311769133,117.56495968017119,104.54215003018082,126.72404566202478,118299.17941231262,1,1,2,49
303,83559.01643471215,91833.78921072841,87996.32605838272,105787.52371145683,361.75702679103216,344.2237135473936,364.24180112899313,399.9318732989991,129.83915317045415,172.67492835703726,202.72091411487605,177.08170208418795,215800.37659764965,1,3,2,21
304,91761.94048383804,81296.93813672855,86713.60167358708,95036.59043829447,386.84657371104856,391.6863076326962,452.3338536987247,440.3419826092462,288.62982089593623,264.76233204542797,279.0929034052091,289.76882243906067,250160.08808427563,1,2,2,38
305,74212.0442130357,57506.49246400349,89087.61691046268,76857.05421292997,581.3721551999029,597.9901241207906,578.2586220290392,595.3325393950813,126.4788883834081,136.51101336178033,135.1140241735754,105.04521435494232,67506.58855168404,1,3,2,66
306,75299.94659324222,79718.1426715517,85373.10370653,78635.6535669641,678.9465285961843,745.5916885024428,761.0733593869655,726.4158366003297,88.6081465938908,87.44938804938512,148.93782731569215,94.88141806338778,221010.61851685765,1,2,1,63
307,94434.57368248714,117334.17160139023,94678.68040145615,123061.23766615492,404.88466413155044,445.96657872675763,419.1344071717978,436.1867807573348,171.52010483376128,226.97922763413777,194.90754311566874,190.62819301995984,130044.86015502177,1,2,2,66
308,50781.04163013832,56926.91237566407,83847.22103609741,60809.63609473193,366.37656499816956,408.92304707582537,439.87108140981275,386.24434969388466,311.284086102441,293.1698171137796,284.60848647478167,326.52237762490864,236618.11416502594,1,3,2,44
309,80749.24333822198,97944.04609858841,70560.54080259775,99595.75378366515,401.5567239675076,489.70376452213765,483.4903488920428,420.1713388731152,212.36863155582589,267.30293908702936,248.50772000597954,241.17691829663372,171667.51400118723,1,2,2,69
310,76520.13792938666,66454.6216508034,85367.56399048715,70729.72769694822,459.1980751992549,465.5447730765054,486.07377529755024,435.33909338497455,223.9010832887472,235.1039408199173,226.64416299377424,215.63761627417546,169810.60817743995,1,3,1,33
311,68632.20879308158,76707.10169932398,60463.83150347724,104748.72541298153,331.10282914417473,347.65170479562323,355.85319110717893,369.44604036846414,207.4385122539378,240.62235784730024,240.8849770139439,213.34815134635093,175197.2263180797,1,3,2,25
312,96128.89275416856,109053.45318129397,124604.99923757013,113109.86465341835,567.382684282546,600.9009965550424,564.3102877075015,617.3894723113824,82.51145257784162,88.90421263430629,99.84487495561986,135.74512832482975,247218.2701176015,1,1,1,31
313,94786.09877120287,89913.37261137633,77973.13025689313,115191.67920001499,371.8440560697265,427.56250240838733,418.93320671142976,450.78121516702197,246.36727403329883,285.70553731865084,280.8682728896409,294.05004623191377,124695.9603216899,1,3,1,39
314,100298.5371105941,97975.03952698191,110097.20054248575,87504.04609968919,427.59170706517864,429.1924631128291,448.31943306267465,447.3169400373712,242.53346570391403,278.5818700271275,276.5343232985709,278.2864491144483,207678.62528449035,1,1,2,42
315,107734.59941781478,101958.66277583329,105129.96382295166,121981.6178315979,419.79647705847214,456.02701176185855,504.2492126044836,519.002116150711,184.83223648745283,224.1782609513903,179.39590053390617,239.9037842721202,237611.851254847,1,3,2,49
316,70558.40181357424,87471.56342203694,76020.84599459024,75731.41545173482,401.93655681486985,440.043074479623,501.21828407298307,425.08681933604834,315.2036053452722,314.94309515310977,326.84548372135134,355.4238954150788,209314.6731647277,1,2,1,49
317,78926.20656871225,95992.23111074565,95863.81930351241,95289.58178489201,381.1900454961592,436.94841729829744,489.87544766658147,426.35907019302056,143.80270464996272,174.728209554201,195.4785960474199,182.89211703594074,312982.96249552816,1,3,1,57
318,80592.73616363139,74359.74161242355,81377.46893802463,98320.37992742275,350.1166527776658,361.2439745397885,312.90582670562554,272.8116425192788,310.0433646658714,345.5392805602835,322.31332011555145,335.2909895262198,164994.7134503444,1,2,1,49
319,92828.2851080661,102066.82665118862,75630.5210217984,70841.70119842255,325.1809632619216,329.8090589372212,327.7980433863111,308.7340963875255,208.94249988757136,255.5515901133028,250.6896213782248,242.28996203193617,238694.80942008333,1,1,1,60
320,73339.40689479272,84020.20033632932,67607.68621062343,80445.85488222732,244.63762698406723,206.47308998888755,284.491853164492,314.48331900069735,225.24118590522843,208.83497970138566,199.40343954581823,242.8542511525876,182636.62757866443,1,2,2,49
321,70587.47807194525,75036.40063859147,89735.177681209,88509.99817763527,391.45700929536275,443.233994012739,413.04645990311934,424.90604255800105,224.1236384299897,244.71240950856134,260.65334769844213,221.10902030912672,246867.63687758349,1,3,1,55
322,91719.27317820796,91044.50150076066,71415.02506494307,99703.20622075042,437.9806752936246,455.6465125844062,442.52540828799005,491.72240960693046,204.67446618060757,225.08079369857327,265.4827658979722,280.3639535084103,167171.92537243364,1,2,2,68
323,58095.667905267495,62876.59848453394,56624.837217025524,56873.81893892857,430.11487731157763,496.4419523842689,508.6911029863794,495.1657881227079,331.7465934294687,348.79140561108915,371.22898849696986,348.18262261730865,166939.223269433,1,1,2,53
324,116282.83989817616,122650.94123996132,158335.98896362248,153141.70702583043,499.60754482305526,549.8858927071548,576.5276491131414,534.4463344574195,146.93234736016652,165.5744435067171,138.9054580244457,142.64798468832723,246446.26249421464,1,2,1,35
325,59351.94658553161,85124.7451360809,48263.49679493459,40455.67408990206,366.6087097312086,366.51109720973704,374.44640410668495,413.7953900709721,164.15831389327266,194.23260653779892,198.99429547821134,164.36108978513994,168055.5438985627,1,2,2,43
326,52388.10147861185,59424.74667135532,69489.8612453624,77599.5085737324,472.2870030085047,482.11214565811173,491.37227266998264,483.0430577389229,315.13219660042097,368.2290795592355,361.57923205008314,307.35213488467724,117437.90387879647,1,3,1,33
327,92233.14291492663,82803.1917689536,96130.8082454356,121388.20155387593,238.15098566671253,271.01649134584113,255.47952864186323,265.0077727318755,165.03175757917097,199.70831079129982,212.55046733949374,205.16446331970812,159661.4605428388,1,3,1,45
328,89209.54420384884,90405.26416208906,101941.79561682444,124346.58572331398,332.897730527833,337.90634371499294,328.40966831642834,401.9163575099124,313.4413388341746,342.134603529017,331.61083985340287,321.9147997853316,194109.39935412508,1,2,1,27
329,90788.16098434983,73158.67546608501,100334.66462819772,68658.98986042579,483.6199720617329,484.8388172413099,445.4625037246504,460.92256409009343,351.0018722193437,390.5466265802108,376.5220270679936,361.2364351705129,248711.93221326984,1,1,2,33
330,90118.17129731069,89268.9276148272,106114.39100748097,79534.43786693994,467.5532436681299,453.69619183762745,534.5456095002654,473.39762164692416,188.77285301511785,213.09151180670023,222.25859432054258,210.72728211355127,179977.54616578904,1,2,2,50
331,76065.14741485407,59881.96224579742,77352.0186213084,102134.2104304863,343.12178164329083,326.88509548759816,363.01690326023055,433.9517017861209,294.241013368298,302.1258007269997,329.2353497201525,277.1502784041976,248433.51260353197,1,1,1,21
332,61722.02734266269,53339.00785959909,85921.52823534161,33899.32525082874,372.97280391237337,444.62001487702344,319.5888652071187,408.52307708519487,155.76400196796484,156.52808930945034,164.26879686138662,169.4906536116948,107935.77121169388,1,1,2,67
333,74707.5062247882,66308.87586753334,74444.05238885236,57419.207648268326,210.19531863172503,265.59758745993844,284.5146033271869,275.971341822484,314.1652823661198,315.9740179999891,285.4131687248302,309.2867985231705,155077.3689981718,1,1,2,23
334,62350.11464585313,70298.36754943254,69267.41073295248,59132.14896908539,360.28970562540786,356.3708013695081,355.10563899446834,404.9438678649942,261.7908924559399,246.76750357456194,256.83308539322195,258.3858687605924,170161.58319136198,1,2,2,20
335,77624.49916746703,99507.78829464382,102445.71785496632,102382.30149768904,451.05171589397435,488.93400006092054,433.55607617562646,469.5240963682021,262.98197981579045,258.53625490391784,312.02865335059704,262.08084797146665,169950.64749068627,1,1,2,39
336,69810.60140074315,80088.47544494453,63595.23493056424,100942.22847468885,388.3368694359371,472.69643235414134,448.0199969717544,495.01513452226703,155.23873820066143,211.44018210665388,204.8491006441903,192.35112223271307,185420.63480824995,1,2,2,33
337,62309.57060702799,62444.54217846451,60059.589004400324,60711.0673401944,412.24051005931176,479.2666956265236,465.6966890362681,435.0097486881909,118.1891605386696,135.0758034062514,119.49456831948773,108.81876912769967,199351.4289608666,1,1,1,59
338,66620.31083135442,59629.30566489596,75510.44515780102,64448.695945972046,355.6426781205619,382.29810997864564,417.0988437140851,388.6386670379471,290.82060501353504,305.1728818360164,279.17985451502636,296.6146992041523,149435.64332387492,1,1,2,44
339,80927.49212692693,93393.84277805983,83073.17656795944,92929.4781509589,365.08243561886906,411.6907116417881,454.6587652377622,392.54631669357354,54.84810550134121,88.0271881727731,108.69973141233234,88.26810736398286,193511.87001968588,1,2,2,44
340,58518.24418504641,87947.75454661503,98016.59652939893,75769.45619333652,298.7862048710426,318.7667607663481,308.38485017555735,315.30594100430665,218.42979618796562,239.95645316966298,257.8602125770424,240.45316266218407,165441.93431683266,1,3,1,22
341,63572.4215523171,67647.71787473685,53492.108005477,70174.18942122544,463.8313060163516,464.2134046848747,471.2844456282026,494.5475349999683,300.31188240463655,339.5631298339404,350.55833177395823,315.60301844349635,146162.75558147248,1,3,2,24
342,82616.0605975411,80614.49823666259,99026.83784752339,82203.95111056807,426.0031489722267,446.91808046288617,421.1102160815864,450.11361409329066,267.8709721225188,281.10440604894194,294.20365129875034,228.14358882591299,184060.65909894145,1,2,2,57
343,84026.40441128987,70618.65966112001,95176.84917995989,55573.039713402206,424.46719455078784,449.00152760769976,402.9360979736632,434.4651523607665,378.1444416471283,388.6765951563428,398.6932867678617,425.68926911514586,170134.72415174622,1,2,2,45
344,56230.06668278796,60780.46678497776,69694.79087852615,56096.89665598243,317.3376075065901,369.46352268231914,373.96233690242065,367.6316667278866,341.68850151976943,310.06969626344926,322.0053502590638,313.28808194557826,201733.31280487234,1,3,1,59
345,64776.983671305374,75109.63045335413,60196.72524140658,91883.30016664548,133.48854783571568,199.2783047863434,198.56379508730117,176.4102348912852,189.4799371479276,189.9167439989085,194.56122546397017,175.54978787364877,194019.00860755547,1,3,2,57
