COMNID,DPAY_SETTLEMENT_AMOUNT_202406,DPAY_SETTLEMENT_AMOUNT_202407,DPAY_SETTLEMENT_AMOUNT_202408,DPAY_SETTLEMENT_AMOUNT_202409,DPOINTS_USE_202406,DPOINTS_USE_202407,DPOINTS_USE_202408,DPOINTS_USE_202409,DPOINTS_GIVE_202406,DPOINTS_GIVE_202407,DPOINTS_GIVE_202408,DPOINTS_GIVE_202409,DCARD_USE_AMOUNT_202406,CONTRACT,CONTRACT_PERIOD,GENDER,AGE
330,99138,29827,78802,128964,238,484,515,262,30,76,385,131,182225,1,1,1,23
331,97183,9650,54432,51308,663,463,313,182,282,426,329,264,83166,1,1,1,35
332,5925,17682,35872,100916,270,291,240,253,218,259,149,442,38221,1,3,2,40
333,30109,50442,1379,101088,583,719,647,340,361,388,377,235,118883,1,3,1,39
334,33660,77751,71349,138743,505,616,290,167,381,46,194,244,118215,1,3,2,69
335,51814,16431,56436,87026,702,796,408,250,254,288,119,475,134748,1,2,1,62
336,73099,46293,23849,81905,715,272,590,715,436,372,273,229,185367,1,1,1,67
337,30845,20247,66107,80793,352,569,795,167,368,114,155,452,241821,1,2,1,54
338,43855,62595,16989,142218,639,716,230,788,371,113,205,223,31499,1,3,1,45
339,96682,66026,94504,103239,543,697,741,180,125,416,236,223,43317,1,1,2,68
340,52273,64743,64513,93447,270,132,212,783,431,77,182,460,135916,1,3,2,48
341,49478,64680,40360,50305,409,343,114,758,413,440,131,231,103793,1,1,1,67
342,60258,69158,22285,79803,241,313,207,712,76,5,361,324,283207,1,1,2,68
343,33598,7574,75146,82131,781,575,560,616,14,193,282,451,129385,1,3,2,64
344,9778,72743,1357,76816,119,541,484,431,232,248,353,185,264337,1,1,1,49
345,96125,94879,32788,94917,496,413,358,789,54,323,324,322,221405,1,1,1,57
346,4822,59610,59069,138521,165,534,617,223,286,326,335,162,80573,1,1,2,51
347,51525,57905,82862,126267,786,501,110,191,355,298,95,379,295060,1,1,2,43
348,30673,76681,59817,143845,589,496,620,400,492,34,142,276,157199,1,3,1,63
349,22885,76376,7206,143847,698,318,468,137,48,317,90,36,152278,1,3,2,60
350,68905,50105,6876,116756,717,321,775,393,477,183,407,311,58818,1,2,1,63
351,56841,30385,62767,93565,461,665,140,611,223,67,225,291,189886,1,1,2,56
352,84323,99856,99815,120454,375,297,216,100,469,73,250,102,133965,1,1,1,45
353,12120,93285,16614,114870,253,293,624,415,272,414,499,360,219781,1,1,1,61
354,55246,92258,24931,63975,752,672,433,644,5,383,348,142,180927,1,2,2,35
355,80652,89133,16018,60266,478,599,433,687,108,220,240,127,45485,1,3,1,58
356,23637,2501,43513,59381,704,139,256,606,11,78,291,275,180811,1,2,2,27
357,88580,69457,16147,135994,497,555,172,295,105,487,448,155,231427,1,1,2,32
358,30163,88410,58833,100539,324,184,447,426,282,243,268,353,115444,1,2,1,61
359,50746,49886,95164,109251,130,506,394,274,426,152,102,366,256699,1,2,1,63
360,15059,36531,80061,97690,644,457,523,190,360,475,290,51,14111,1,1,2,36
361,96882,40561,85137,134162,299,326,384,212,321,335,343,464,187310,1,3,2,50
362,83350,21368,88644,113372,606,431,267,540,57,414,113,278,48842,1,1,2,61
363,98133,85078,74915,83439,538,321,239,414,318,221,431,16,114632,1,2,2,39
364,62028,25459,47123,138992,737,739,525,617,489,486,102,192,283478,1,1,1,40
365,73598,70601,21467,146808,686,379,174,733,417,207,214,192,276987,1,2,1,29
366,96972,21949,98231,144885,257,508,422,128,13,180,9,470,29650,1,3,2,64
367,72817,3198,59537,147104,688,590,659,261,42,49,396,417,296153,1,1,2,61
368,85074,42466,43751,93249,725,249,452,378,316,161,30,237,75731,1,3,1,66
369,61108,70299,35665,87388,391,265,170,525,443,59,384,209,94471,1,1,1,23
370,25623,68625,6584,146685,286,292,508,659,332,454,62,14,238383,1,1,1,30
371,4770,47601,92416,76304,788,554,169,674,347,189,256,13,174645,1,1,2,21
372,92062,88912,50236,146763,438,552,618,471,242,79,479,237,104977,1,1,1,53
373,17783,80862,25309,103162,400,226,403,170,125,109,386,213,127106,1,2,2,24
374,63850,93994,51337,68640,207,777,718,546,387,405,256,376,164607,1,2,1,48
375,66177,9315,92422,116108,565,394,435,788,312,438,172,100,6564,1,2,2,26
376,20182,94701,60030,120634,769,663,786,714,476,148,5,300,120082,1,1,2,48
377,7284,77232,7467,113316,167,751,550,579,387,435,181,497,277594,1,2,2,37
378,12695,65808,12184,135965,759,791,565,285,297,88,271,394,247880,1,1,1,20
379,57856,83696,55767,60521,523,576,410,264,445,123,411,263,5221,1,3,2,51
380,58151,24162,55998,115174,152,592,339,408,151,238,119,78,163506,1,3,2,36
381,24254,78282,43278,117040,581,153,305,592,376,65,404,351,200198,1,1,2,24
382,57441,12538,20433,95824,124,605,573,162,397,114,400,388,59933,1,1,2,40
383,55629,51334,79927,58403,739,541,789,394,305,149,294,119,155890,1,1,1,43
384,90524,87509,42813,104894,412,752,214,400,440,194,354,108,120967,1,2,2,29
385,81262,79878,51414,54181,757,567,115,592,284,318,112,303,23787,1,3,2,27
386,45836,74336,77505,107214,531,633,723,759,385,93,245,61,239399,1,2,1,22
387,10225,14972,99242,83050,143,475,508,736,354,335,387,175,111043,1,1,1,33
388,80772,37453,70655,83688,245,274,284,604,3,247,171,111,134293,1,1,2,50
389,92153,6523,31646,141262,467,524,366,690,58,456,257,61,202750,1,2,2,45
390,42600,83884,18669,106351,756,252,527,194,498,292,29,160,240525,1,2,2,36
391,80331,2659,95871,117969,499,710,593,260,137,323,276,345,128333,1,2,1,69
392,89410,583,82945,92987,252,708,178,452,450,94,265,479,233794,1,2,1,56
393,24306,1461,86369,143319,381,648,113,246,298,253,361,93,122120,1,2,2,26
394,25920,42942,60586,110795,248,327,775,249,175,256,443,491,294394,1,3,2,64
395,10791,6503,63173,61455,587,264,203,511,498,284,458,375,106442,1,1,2,52
396,64268,19740,38446,139369,122,144,758,744,386,96,400,148,8927,1,2,2,50
397,98090,64922,34139,105020,144,154,362,681,306,141,230,232,204933,1,1,1,61
398,52649,47253,47338,67323,272,799,735,502,166,163,274,109,151179,1,1,2,32
399,82638,76126,89289,143924,586,451,311,542,157,95,194,354,198919,1,2,1,24
400,72365,63591,70929,135017,376,223,195,528,481,173,106,476,69734,1,1,1,43
401,33076,14824,85549,94317,218,665,383,496,458,212,280,8,293875,1,2,2,58
402,93347,90061,46744,144673,294,560,305,108,112,452,115,447,16575,1,3,1,29
403,26426,40714,98709,112107,529,794,265,465,459,139,24,170,264182,1,2,2,42
404,69754,10775,78,87421,696,424,446,168,190,70,354,98,163677,1,3,2,69
405,57870,75640,56392,129561,211,347,217,586,122,434,1,22,198983,1,1,2,53
406,85765,84168,67909,74471,207,620,736,409,400,348,206,216,203616,1,1,2,31
407,86791,68571,75842,61071,751,605,373,537,310,186,45,241,34652,1,1,1,69
408,38195,1528,4753,100232,227,243,675,621,55,272,192,142,62395,1,2,2,66
409,94999,58616,22206,53802,679,527,542,183,171,78,366,203,247376,1,3,1,22
410,24662,67074,20025,80150,724,365,151,224,372,138,366,67,143743,1,1,2,33
411,92755,65293,75820,138187,663,436,432,481,346,183,23,50,171001,1,1,1,69
412,25549,94621,51109,56263,709,413,381,130,495,70,120,465,202225,1,3,2,32
413,92629,83876,17889,137041,725,622,779,706,415,201,200,147,61369,1,2,1,23
414,12557,31381,98995,78868,139,511,754,237,86,239,312,18,248408,1,3,2,28
415,49137,12026,83428,146859,675,408,775,442,355,406,225,82,51663,1,1,1,28
416,42171,3951,43464,148438,365,732,199,207,170,5,471,177,186957,1,2,1,42
417,52923,28403,98997,133493,376,254,780,464,17,311,233,101,247113,1,1,2,40
418,84205,43243,27660,97677,682,505,613,216,184,329,462,40,66042,1,3,2,59
419,61641,38933,23562,145836,336,735,798,293,8,103,263,204,131796,1,1,1,34
420,47703,4878,43086,54846,693,124,347,721,250,206,191,256,225142,1,2,2,46
421,93399,25559,80687,139796,542,431,457,239,199,120,208,133,231287,1,1,1,64
422,22595,65697,35060,142627,697,715,329,281,184,36,105,126,122585,1,3,1,21
423,88477,37806,57488,56722,406,633,245,495,215,90,450,430,118052,1,3,1,35
424,35765,32592,76169,134470,144,647,232,607,97,370,297,223,153045,1,3,1,63
425,82321,20166,24274,79863,406,445,625,281,471,427,406,74,232776,1,3,2,29
426,33843,82920,77003,139202,458,450,738,554,402,455,461,271,252784,1,2,1,64
427,43708,8531,10451,119607,508,471,560,151,27,482,171,406,226664,1,2,1,28
428,96408,97141,8527,56867,227,452,450,314,369,378,422,191,121841,1,3,2,55
429,50222,74884,96613,120530,188,511,334,558,354,275,454,20,52305,1,3,1,35
430,41997,21086,75819,121311,330,475,291,577,166,177,31,53,235647,1,3,1,44
431,74304,11715,10302,87057,316,425,528,373,57,487,60,176,23890,1,1,1,30
432,54560,20504,68340,126528,221,367,316,254,238,408,484,189,195226,1,2,1,31
433,15165,84225,92374,93919,514,107,597,547,107,365,129,453,233389,1,2,1,62
434,91720,34944,83685,120771,726,797,103,664,419,140,291,267,183829,1,2,1,48
435,46980,48350,77451,127168,601,666,369,508,77,212,73,258,291689,1,2,1,67
436,4670,43617,39536,91690,246,704,412,355,146,223,3,6,185240,1,2,1,57
437,22908,4148,37466,58322,341,272,144,196,391,108,419,295,56287,1,3,1,23
438,80534,28192,44857,133405,514,110,131,651,118,99,101,499,6429,1,1,1,46
439,11890,31593,1495,129488,115,795,273,620,328,16,244,364,32025,1,3,1,31
440,51642,82579,905,106560,716,488,756,559,464,438,384,130,139057,1,1,1,39
441,62653,30639,62892,104618,740,370,199,487,48,404,296,258,104570,1,3,2,44
442,82537,20106,86523,66079,294,225,123,345,247,45,295,50,16497,1,3,1,40
443,61773,52654,89527,83864,749,771,734,414,174,64,11,373,193918,1,2,1,21
444,81574,62416,44071,111655,486,133,641,740,194,491,306,358,113909,1,2,1,31
445,54202,63505,14738,103683,795,527,259,225,420,228,156,263,269635,1,2,1,26
446,12,90050,17580,113230,385,406,379,507,278,422,426,485,45275,1,3,1,41
447,7497,74243,69561,70744,481,590,689,712,275,86,9,421,65356,1,1,2,62
448,91923,80161,12409,53234,781,535,215,396,396,153,332,198,195695,1,1,2,22
449,33913,9328,24032,82074,438,427,370,727,486,265,263,226,138361,1,3,2,61
450,83514,46057,80279,65587,631,322,509,780,383,51,228,191,68753,1,3,1,30
451,7668,33172,36230,148976,141,139,594,605,399,385,464,246,271312,1,1,1,49
452,25716,83615,76670,71471,570,480,142,385,373,414,143,483,237689,1,1,2,43
453,9626,69791,58350,137744,729,221,682,643,429,435,232,32,110025,1,1,2,28
454,4264,21968,22800,57761,303,535,446,106,440,131,143,245,219291,1,2,1,33
455,64930,28107,40317,95139,260,514,180,146,174,425,215,244,1872,1,1,2,26
456,82719,55066,23675,87284,234,575,314,360,267,212,335,67,105889,1,3,1,61
457,65902,88331,57455,84567,237,591,220,713,60,179,263,388,108733,1,1,2,31
458,25475,56279,97904,128844,377,352,376,559,422,222,269,108,279659,1,3,1,29
459,20680,91428,94815,89853,644,192,738,340,314,353,255,407,183040,1,3,1,24
460,92917,35006,10832,54750,540,623,371,598,141,1,281,14,145538,1,3,2,46
461,31722,38191,87379,89381,458,400,216,319,232,295,247,213,218381,1,2,1,30
462,3033,72295,99429,115006,357,351,107,353,439,461,19,488,101127,1,3,2,34
463,60273,64801,52779,139880,249,608,303,119,383,36,420,488,231167,1,1,2,39
464,92689,85495,3828,65822,428,475,103,292,342,167,114,200,246683,1,3,1,53
465,77917,11052,71258,140670,670,157,266,569,364,62,78,286,268306,1,3,2,55
466,74425,75867,70826,102280,431,714,308,244,191,260,473,114,202306,1,1,2,49
467,99481,42067,17374,123018,185,242,524,789,126,350,468,86,180582,1,1,2,20
468,46192,8535,89055,99204,509,701,167,197,265,440,387,239,1075,1,3,1,21
469,65509,49098,35254,100100,285,197,761,654,247,180,272,299,78595,1,2,2,29
470,44630,43113,91694,148510,406,761,397,177,182,412,25,105,89612,1,2,2,36
471,17801,19428,61083,99524,708,615,179,645,412,416,382,431,111904,1,1,1,38
472,23148,2176,10873,108459,743,520,120,410,252,49,379,104,159799,1,1,2,29
473,45568,80053,32880,103231,636,541,394,337,103,368,384,373,108260,1,2,2,50
474,23828,39306,71977,127809,403,186,183,179,194,273,336,462,112607,1,3,1,41
475,75585,52612,43963,110272,551,593,708,737,246,247,463,342,121487,1,1,1,48
476,54653,98808,73734,116038,435,712,445,709,127,298,339,93,130583,1,1,1,55
477,29510,11902,34212,62183,257,736,567,617,254,194,23,236,152156,1,2,2,33
478,88560,58305,62736,114510,764,722,733,489,181,388,195,322,79259,1,3,2,63
479,35741,34382,58354,54428,193,491,387,713,52,139,422,294,208855,1,2,2,68
480,28317,31050,77875,56962,346,637,318,352,7,408,270,76,283479,1,3,1,45
481,72249,63873,83783,116800,733,577,525,510,420,229,463,456,92689,1,3,2,69
482,94837,43358,46552,64770,275,724,285,600,199,173,421,329,4587,1,2,1,39
483,43314,19078,41037,75283,355,500,252,412,101,184,173,328,296756,1,2,1,67
484,62082,74269,95928,122649,149,217,716,466,304,202,430,238,161130,1,3,2,22
485,37842,87631,69498,78664,670,757,216,563,390,216,100,296,66964,1,3,2,25
486,35370,53944,26122,74201,788,318,452,513,35,7,79,261,196021,1,3,2,41
487,14648,85203,7632,73099,591,301,537,637,293,498,334,429,250755,1,2,2,28
488,63479,69518,49374,117627,151,101,484,126,224,3,265,102,223121,1,3,2,31
489,33890,95216,11183,143501,316,790,780,685,330,461,77,460,79136,1,3,2,68
490,45792,25481,36903,142685,150,440,462,331,153,309,425,284,20587,1,3,2,30
491,51819,78546,3855,96317,120,784,270,568,408,30,30,104,162437,1,1,2,39
492,98580,95445,63724,120659,521,383,241,396,67,270,272,177,164423,1,2,1,49
493,42823,3703,46330,127781,292,765,173,470,448,304,63,269,67206,1,1,1,53
494,26514,6107,75451,114680,226,549,163,195,11,497,88,3,131983,1,1,1,35
495,88448,80660,96504,83420,161,618,686,587,414,426,447,404,148885,1,2,2,55
496,48028,43541,22750,148076,108,481,251,362,497,205,5,202,270262,1,1,2,68
497,39548,83759,35311,126232,594,788,531,370,321,92,126,278,207212,1,2,1,25
498,49712,23091,76492,147547,150,609,147,167,92,423,433,388,284815,1,2,1,42
499,51623,70490,62250,123821,368,606,307,396,217,344,20,468,290777,1,1,1,28
500,90851,80574,84035,82068,258,296,672,177,490,480,260,66,147256,1,2,1,45
501,25265,12701,89350,103395,437,635,443,217,369,34,260,456,233683,1,3,2,47
502,55233,44044,60061,103932,162,583,447,513,88,344,310,29,272591,1,3,2,49
503,40422,66011,67923,141308,562,781,506,791,42,218,328,283,268764,1,1,2,58
504,60838,17733,30184,85236,401,611,315,584,358,303,194,233,23702,1,3,2,38
505,34824,27896,82040,66151,442,310,658,459,406,13,391,89,15433,1,2,1,40
506,1718,98182,19967,85782,318,222,658,651,351,52,177,293,97927,1,2,1,22
507,79534,9749,56830,67935,695,506,174,656,352,305,294,255,297554,1,2,1,63
508,321,37353,49619,147752,755,467,478,616,307,153,401,275,291689,1,2,1,49
509,56658,78882,60736,98283,518,328,680,375,2,333,315,127,204499,1,2,2,40
510,67939,53009,3332,147806,640,747,177,171,323,310,150,262,252720,1,3,1,54
511,41229,68080,83001,102284,469,401,720,580,388,452,403,180,163754,1,2,1,44
512,62781,6760,51331,92658,124,615,456,631,351,346,387,29,33952,1,1,2,42
513,97339,61390,69524,140366,357,144,347,479,86,453,326,61,78311,1,1,2,49
514,1156,16659,76135,119654,755,763,324,534,188,460,272,99,257919,1,2,2,21
515,9197,71313,88817,66555,450,140,157,266,122,414,59,153,283959,1,2,2,49
516,45350,77159,83455,143203,333,245,679,306,399,394,48,402,241436,1,3,1,33
517,46980,20696,71285,50592,137,258,440,299,411,61,302,445,29426,1,3,1,35
518,37070,69734,38649,103210,648,349,173,753,208,492,121,220,196264,1,2,1,31
519,2076,47528,67588,96031,255,421,248,344,48,395,401,345,179353,1,1,1,43
520,67982,18975,7876,89716,358,463,410,507,302,284,312,326,196118,1,2,2,46
521,7749,62600,52491,134252,773,568,487,117,264,390,353,40,298272,1,2,1,27
522,32648,57046,51912,64187,175,267,734,677,262,396,129,193,97843,1,1,1,53
523,71950,39087,74679,149018,564,469,132,434,45,91,311,82,204260,1,1,1,40
524,84649,35914,57684,115728,418,599,300,564,30,317,30,40,286727,1,1,2,60
525,44168,75523,31505,140648,794,301,533,248,422,326,286,125,237428,1,2,1,23
526,69122,88318,40429,121630,279,588,166,128,473,350,116,243,185140,1,3,1,61
527,80318,53417,6252,125674,636,167,250,237,308,491,114,0,293615,1,2,2,69
528,8620,12134,26031,146215,384,743,190,308,388,186,490,258,257994,1,3,2,62
529,24910,8274,89353,72253,643,365,338,294,276,487,371,29,163628,1,1,2,58
530,25186,55737,51222,130222,448,219,283,342,154,175,274,83,130195,1,3,1,34
531,95966,22623,43141,115846,551,350,719,352,102,270,373,139,282098,1,2,2,63
532,45486,5692,42475,57288,128,257,653,525,387,20,451,69,248116,1,3,2,48
533,27478,57239,68776,84284,722,705,313,142,135,263,122,379,275392,1,1,2,45
534,1260,90311,3200,98187,271,216,180,106,17,257,279,166,75928,1,2,1,27
535,56506,42390,18324,71188,566,449,727,167,429,118,53,200,259169,1,2,1,60
536,91847,78814,96153,93393,446,387,792,332,327,411,164,417,172583,1,2,2,34
537,61133,48068,42159,69634,283,393,590,137,292,26,322,155,11142,1,2,2,24
538,8973,15562,39665,96269,223,487,469,480,304,475,166,355,83893,1,2,2,66
539,90927,59377,49996,68518,610,501,538,484,450,265,249,152,74633,1,3,1,39
540,31632,98655,59357,52246,307,166,770,508,312,285,113,220,222872,1,1,2,61
541,57368,30145,13277,94353,345,546,233,555,380,55,331,241,12000,1,3,2,37
542,22480,30882,3401,104703,642,164,690,213,147,346,402,270,71449,1,1,2,46
543,551,47077,58121,131816,467,649,589,419,105,458,45,295,65052,1,3,2,38
544,68525,64638,41554,92831,722,646,427,132,393,246,191,464,126432,1,3,2,68
545,27135,98420,98838,60916,640,763,392,492,198,161,470,401,112855,1,2,2,66
546,26682,42460,27370,76149,669,658,793,159,357,390,71,98,166296,1,1,2,32
547,53322,94221,82021,78088,798,570,758,407,177,471,358,376,143309,1,2,1,62
548,4887,28820,94659,132877,561,691,128,391,131,441,320,481,261918,1,3,2,60
549,86223,81810,89985,102049,187,710,681,329,180,323,360,151,293665,1,3,2,50
550,79787,90878,14343,81116,307,545,442,729,341,499,278,221,150374,1,1,1,55
551,33559,69669,71005,145122,553,336,532,527,39,417,305,234,62543,1,3,1,59
552,28915,61795,32872,59622,190,550,771,372,453,454,169,392,218020,1,1,2,29
553,18303,85133,38546,61812,231,621,533,301,477,314,18,322,164051,1,3,1,48
554,12266,24025,4737,144658,755,292,636,683,230,288,233,154,241138,1,3,1,64
555,57014,60211,52675,50629,130,336,539,262,90,136,270,104,257630,1,1,2,44
556,94611,82416,89039,147361,302,303,737,176,468,214,377,413,146482,1,2,1,45
557,49562,78785,86721,78561,721,291,203,373,228,455,67,469,171668,1,3,1,46
558,33005,1615,39211,111653,786,784,482,499,424,416,109,119,136227,1,2,2,37
559,55818,51347,52944,76907,422,598,342,169,34,10,136,0,83662,1,2,2,59
560,64662,84654,50601,73028,397,105,736,596,136,480,381,429,206039,1,1,2,53
561,78355,78491,70220,83145,437,195,322,493,303,120,140,275,154935,1,2,2,37
562,8460,71291,55087,60143,681,729,289,336,103,73,469,296,103777,1,1,1,63
563,86391,39552,2897,68028,287,168,742,747,320,266,218,445,142613,1,3,1,66
564,22201,67997,82308,86960,445,142,167,277,393,37,77,479,158769,1,1,1,33
565,24563,92331,4761,134182,619,324,515,761,492,498,6,320,11178,1,3,2,43
566,1129,50289,23751,73457,378,515,731,288,75,3,161,403,144281,1,1,2,59
567,16050,29219,40434,91173,757,466,409,208,438,54,495,274,200098,1,3,2,33
568,70509,33664,92031,126389,188,624,582,227,85,179,18,17,36714,1,1,1,53
569,31573,82000,16180,116314,172,716,520,226,6,115,483,324,220383,1,1,2,32
570,37629,68463,4577,123002,277,302,688,107,460,201,348,424,287431,1,3,2,40
571,51673,80311,46438,120136,759,768,298,754,152,377,129,26,54571,1,3,2,44
572,78151,8921,87020,88999,398,184,473,473,168,360,353,253,32983,1,1,2,61
573,90550,75202,61499,72396,594,673,739,511,85,263,324,399,285846,1,1,2,67
574,87368,47814,76507,88559,492,578,488,600,9,216,288,336,168288,1,2,1,20
575,48383,56937,59033,92658,567,553,250,774,263,427,123,329,251053,1,3,1,21
576,20004,75864,94771,107746,576,631,494,163,252,373,314,397,180589,1,2,2,39
577,91095,84822,37724,93744,228,417,398,529,211,217,480,100,211404,1,1,1,56
578,92945,26563,34894,114342,530,470,385,443,408,307,369,252,199590,1,3,2,38
579,71859,78161,85388,111040,482,337,501,786,338,74,191,465,118489,1,1,1,59
580,8907,80724,69394,98321,498,341,616,415,381,231,75,366,4694,1,1,1,60
581,19054,17715,71597,90917,586,770,300,198,94,177,354,439,282323,1,2,1,29
582,64720,63602,53326,61055,534,396,198,600,25,151,32,448,18606,1,1,1,45
583,35200,41611,28453,87080,665,668,451,318,222,430,434,15,262519,1,2,2,30
584,72503,33608,39180,98425,270,204,176,496,429,115,346,153,213249,1,1,2,53
585,71721,88123,53327,56287,427,160,308,306,55,405,93,185,10842,1,2,1,60
586,74019,77935,42959,65507,727,247,570,172,490,248,166,46,246988,1,3,1,63
587,32428,47950,47816,93415,442,236,719,539,64,338,179,249,16982,1,1,2,59
588,55675,27290,92062,77530,538,713,390,464,422,67,296,285,103092,1,3,1,47
589,80324,46963,55300,53313,498,398,693,129,156,456,207,108,87828,1,1,2,57
590,93641,19834,55281,83634,758,205,787,600,172,312,148,343,238800,1,1,2,35
591,23618,49850,5863,81389,371,442,111,267,383,82,448,159,194799,1,3,1,51
592,20169,53521,66762,115469,780,660,496,530,331,136,454,90,246232,1,2,1,66
593,73798,49959,92845,97203,789,175,750,607,422,90,404,86,33401,1,3,1,28
594,20862,81191,25632,138920,319,238,265,643,242,336,263,274,34551,1,3,2,46
595,56632,32742,47088,75147,161,320,520,565,25,449,22,305,201327,1,3,2,50
596,54401,80771,83757,76312,156,320,745,350,401,344,486,47,17756,1,1,1,22
597,77786,66960,23630,67716,405,170,687,283,327,463,482,364,56599,1,1,1,69
598,97712,88495,45610,116667,387,476,447,179,319,157,274,113,165946,1,2,2,28
599,4739,60693,85977,50794,528,307,465,630,271,438,273,145,8785,1,1,2,66
600,36104,45418,51561,148835,518,493,539,200,314,77,139,343,126719,1,2,1,28
601,6836,96949,59594,78179,370,614,550,586,365,8,68,27,117155,1,1,2,55
602,81090,9594,21642,59141,451,548,562,527,86,261,339,274,172525,1,3,1,68
603,38919,91391,70957,53687,501,636,785,555,469,231,169,164,261137,1,3,1,45
604,76850,25229,39158,61867,129,374,519,612,494,390,377,312,253950,1,3,2,27
605,82587,77429,9872,72820,731,503,106,529,115,162,123,371,121411,1,2,2,25
606,65565,33534,3762,112853,729,711,507,593,438,183,491,58,118370,1,3,1,52
607,82597,66506,17200,58532,487,269,480,299,235,226,122,369,289478,1,3,1,61
608,27064,6049,63205,133130,190,456,154,313,207,28,485,47,293650,1,2,2,44
609,46856,45199,20892,93565,179,117,314,480,107,390,324,93,36399,1,3,2,65
610,85627,41908,81250,111382,386,751,234,468,73,350,285,242,209476,1,3,2,29
611,1757,39184,22875,132520,195,790,267,544,333,483,299,257,212496,1,1,2,53
612,74679,83564,60551,107880,274,619,487,315,406,88,399,294,134223,1,1,1,33
613,81396,23242,56654,113153,610,420,188,293,110,135,42,1,282349,1,1,2,36
614,75924,40777,75882,135234,131,223,650,219,238,257,121,35,274846,1,2,2,37
615,63159,59225,43431,91163,764,239,106,224,229,296,428,424,214304,1,3,2,40
616,3000,84269,32214,70567,447,561,790,335,157,321,420,364,25680,1,3,2,56
617,49967,90977,80842,50746,204,594,188,198,312,15,286,384,22549,1,1,1,41
618,96411,45234,77162,113416,379,683,333,740,258,403,151,387,97040,1,2,1,25
619,36767,8366,33123,82329,671,578,334,449,195,298,399,467,131668,1,2,1,43
620,57844,11474,30234,91894,176,171,290,541,280,291,482,166,241357,1,3,2,24
621,55903,55292,30032,60464,122,215,360,250,12,109,268,119,23729,1,1,1,52
622,17297,55903,9842,108866,477,663,135,198,242,87,289,437,29994,1,2,2,36
623,93092,30794,66958,75958,353,224,581,513,378,496,75,257,261867,1,1,2,58
624,26567,57287,99001,94175,787,323,211,655,382,44,54,239,255252,1,3,2,29
625,76162,4511,16274,147357,712,596,498,105,201,436,141,479,183475,1,2,1,22
626,86466,93768,85519,92650,186,121,213,578,146,256,458,347,276851,1,3,1,42
627,766,22723,41437,138123,601,529,695,625,352,34,10,145,47847,1,2,1,34
628,70058,17024,59031,71882,468,305,488,386,190,26,110,42,151372,1,1,2,44
629,26361,56383,5888,74802,150,287,596,516,11,21,440,244,74397,1,3,2,64
630,49703,91497,7978,108378,485,631,568,322,180,116,42,498,236210,1,1,2,62
631,69109,92040,3886,85636,117,154,219,546,154,34,315,223,65645,1,1,2,44
632,31454,49273,12538,146010,418,707,350,302,336,120,481,282,9736,1,2,1,29
633,77247,88446,32691,126710,738,574,110,750,212,200,338,480,63926,1,2,2,54
634,72331,60644,66037,96405,433,456,798,106,340,303,2,408,147206,1,1,1,30
635,86920,17862,34752,143199,165,460,130,633,43,392,83,293,257886,1,1,1,57
636,47147,83171,6544,77426,440,264,353,364,432,404,114,450,125287,1,3,1,33
637,44423,34593,45026,113424,733,245,290,675,8,379,480,439,97566,1,2,1,23
638,53744,57862,97359,59944,240,124,414,680,340,413,325,221,238685,1,1,2,66
639,52665,37301,1364,133577,159,456,112,373,393,476,421,113,63656,1,3,1,59
640,87316,64741,60676,99463,384,493,363,514,238,125,456,211,88658,1,2,2,36
641,50653,8297,60324,118407,218,454,737,223,379,37,167,462,144817,1,3,2,58
642,72177,73047,2431,140623,784,185,609,416,328,237,224,21,221723,1,3,2,34
643,53935,91299,36764,90732,467,652,450,475,428,282,348,213,157819,1,3,2,42
644,51748,51605,61426,88299,399,447,748,623,10,91,19,77,110715,1,3,2,42
645,81492,40488,91568,79350,740,385,763,502,452,120,426,492,68139,1,3,1,61
646,80394,11807,23781,143103,367,502,665,150,150,421,260,179,262666,1,2,2,69
647,89896,45925,64965,147684,632,409,735,297,165,239,58,362,163924,1,1,2,51
648,23179,12730,24889,101579,218,592,762,789,109,138,253,466,84678,1,2,1,32
649,9313,32072,43368,96895,657,500,619,427,458,19,75,101,140218,1,2,2,23
650,30457,68239,50494,83986,682,741,162,225,10,349,123,19,51673,1,3,1,53
651,90070,62691,42416,144811,412,437,620,269,294,176,76,417,234668,1,1,1,38
652,40428,68500,41926,52117,280,504,608,263,305,189,221,262,206248,1,2,2,36
653,92792,90517,27224,114313,706,489,449,589,38,83,359,297,24576,1,1,1,51
654,73980,46844,84318,78319,244,330,726,180,209,354,206,365,64173,1,3,1,53
655,24281,12181,3317,107229,693,733,792,723,322,335,133,102,73296,1,1,2,53
656,53821,22103,25002,102702,266,412,283,242,476,285,87,76,28959,1,2,1,21
657,3017,21503,56820,70734,791,512,368,137,220,73,368,152,128837,1,3,2,39
658,88238,49501,28554,58196,335,389,658,648,427,140,298,478,23656,1,2,1,21
659,12299,58428,22995,109413,601,207,366,417,279,351,366,174,291488,1,2,1,28
660,11461,34403,78844,109365,101,109,722,588,420,69,189,237,28180,1,2,1,64
661,3215,73804,6167,118840,390,671,187,497,499,289,415,402,230696,1,3,2,53
662,50540,41090,65804,108527,546,265,729,422,326,293,317,82,7560,1,2,2,61
663,96381,94990,14245,89800,774,377,630,723,140,234,298,271,82760,1,3,2,29
664,51888,60011,80774,106066,258,112,504,788,107,45,486,380,102773,1,3,1,58
